Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo,Reboot_Detectado,Motivo_Reboot,Intervalo_Desde_Ultima,Serial_Reset,Observacoes,Intervalo_Entre_Mensagens
2025-08-20 09:35:45,2025-08-10 18:44:06,865209077285162,137,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,7.0,,33.0,152.0,-22.953558,-43.181502,02D4,0B,E0B1,0928B516,0.0,1.0,4853.1,07-05:21:49,4.0,,,,,,,,False,,,False,,42.0
2025-08-20 09:35:45,2025-08-10 18:46:47,865209077285162,139,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,188.0,-22.956824,-43.178182,02D4,0B,E0B1,28040C,0.0,1.0,4853.6,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,161.0
2025-08-20 09:35:45,2025-08-10 18:47:31,865209077285162,141,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,188.0,-22.956824,-43.178182,02D4,0B,E0B1,28040C,0.0,1.0,4853.6,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,44.0
2025-08-20 09:35:45,2025-08-10 18:50:31,865209077285162,144,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,8.0,,14.0,246.0,-22.956169,-43.178556,02D4,0B,E0B1,0928190C,0.0,1.0,4853.8,07-05:27:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:45,2025-08-10 18:52:20,865209077285162,145,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,60.0,168.0,-22.956822,-43.177542,02D4,0B,E0B1,281916,0.0,1.0,4854.3,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,109.0
2025-08-20 09:35:45,2025-08-10 18:52:34,865209077285162,146,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,144.0,-22.958991,-43.176787,02D4,0B,E0B1,281916,0.0,0.0,4854.6,,,,110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,14.0
2025-08-20 09:35:45,2025-08-10 18:53:31,865209077285162,148,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.8,,1.0,7.0,,0.0,62.0,-22.961878,-43.175276,02D4,0B,C5BD,0928010B,0.0,1.0,4855.0,07-05:30:30,4.0,,,,,,,,False,,,False,,57.0
2025-08-20 09:35:45,2025-08-10 18:54:54,865209077285162,149,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,53.0,332.0,-22.960787,-43.175738,02D4,0B,C5BD,28010B,0.0,1.0,4855.1,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,83.0
2025-08-20 09:35:45,2025-08-10 18:54:56,865209077285162,150,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,334.0,-22.96066,-43.175804,02D4,0B,C5BD,28010B,0.0,0.0,4855.1,,,,110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,2.0
2025-08-20 09:35:45,2025-08-10 18:55:18,865209077285162,151,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,58.0,334.0,-22.95792,-43.17724,02D4,0B,E0B1,28190C,0.0,1.0,4855.4,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,22.0
2025-08-20 09:35:45,2025-08-10 18:55:56,865209077285162,152,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,25.0,30.0,-22.953382,-43.176609,02D4,0B,E0B1,287D03,0.0,1.0,4855.9,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,38.0
2025-08-20 09:35:45,2025-08-10 18:56:31,865209077285162,153,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.3,,1.0,7.0,,41.0,32.0,-22.952882,-43.176289,02D4,0B,E0B1,09287D03,0.0,1.0,4856.0,07-05:33:30,4.0,,,,,,,,False,,,False,,35.0
2025-08-20 09:35:45,2025-08-10 18:57:26,865209077285162,155,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,55.0,248.0,-22.950162,-43.178307,02D4,0B,E0B1,28B50B,0.0,1.0,4856.5,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,55.0
2025-08-20 09:35:45,2025-08-10 18:58:22,865209077285162,156,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,6.0,8.0,-22.946249,-43.182262,02D4,0B,E0B1,27CD01,0.0,1.0,4857.4,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,56.0
2025-08-20 09:35:45,2025-08-10 18:59:03,865209077285162,157,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,59.0,6.0,-22.945393,-43.182178,02D4,0B,E0B1,27CD01,0.0,1.0,4857.5,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,41.0
2025-08-20 09:35:45,2025-08-10 18:59:31,865209077285162,158,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,7.0,,63.0,338.0,-22.941213,-43.182493,02D4,0B,E0B1,0928B503,0.0,1.0,4858.0,07-05:36:30,4.0,,,,,,,,False,,,False,,28.0
2025-08-20 09:35:45,2025-08-10 18:59:42,865209077285162,159,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,34.0,2.0,-22.939949,-43.182822,02D4,0B,E0B1,282602,0.0,1.0,4858.1,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,11.0
2025-08-20 09:35:45,2025-08-10 19:01:19,865209077285162,160,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,51.0,344.0,-22.934631,-43.184516,02D4,0B,E0B1,282602,0.0,1.0,4858.7,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,97.0
2025-08-20 09:35:46,2025-08-10 19:01:26,865209077285162,162,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,26.0,348.0,-22.933933,-43.184773,02D4,0B,E0B1,282602,0.0,1.0,4858.8,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,7.0
2025-08-20 09:35:46,2025-08-10 19:02:31,865209077285162,163,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.3,,1.0,7.0,,9.0,226.0,-22.935931,-43.184102,02D4,0B,E0B1,09282602,0.0,1.0,4859.1,07-05:39:30,4.0,,,,,,,,False,,,False,,65.0
2025-08-20 09:35:46,2025-08-10 19:04:29,865209077285162,164,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,2C0A0D,0.0,1.0,4859.2,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,118.0
2025-08-20 09:35:46,2025-08-10 19:05:29,865209077285162,167,Modo econômico,77,GT06V4,555.0,13.0,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A0D,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,60.0
2025-08-20 09:35:46,2025-08-10 20:04:29,865209077285162,183,Modo econômico,77,GT06V4,555.0,12.9,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A0D,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3540.0
2025-08-20 09:35:46,2025-08-10 21:04:29,865209077285162,199,Modo econômico,77,GT06V4,555.0,12.9,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A0D,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:47,2025-08-10 22:04:29,865209077285162,215,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A0D,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:47,2025-08-10 23:04:29,865209077285162,231,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:47,2025-08-11 00:04:29,865209077285162,247,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:47,2025-08-11 01:04:29,865209077285162,263,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:48,2025-08-11 02:04:29,865209077285162,279,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:48,2025-08-11 03:04:29,865209077285162,295,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:49,2025-08-11 04:04:29,865209077285162,311,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:49,2025-08-11 05:04:29,865209077285162,327,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:49,2025-08-11 06:04:29,865209077285162,343,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:49,2025-08-11 07:04:29,865209077285162,359,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,092C0A17,0.0,1.0,4859.2,07-05:41:28,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:50,2025-08-11 07:19:55,865209077285162,364,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,2C0A03,0.0,1.0,4859.2,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,926.0
2025-08-20 09:35:50,2025-08-11 07:19:57,865209077285162,366,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,2C0A03,0.0,1.0,4859.2,,,,1000101.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,2.0
2025-08-20 09:35:50,2025-08-11 07:20:01,865209077285162,368,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,2C0A03,0.0,1.0,4859.2,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,4.0
2025-08-20 09:35:50,2025-08-11 07:23:01,865209077285162,372,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.9,,1.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,09282634,0.0,0.0,4859.2,07-05:44:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:26:01,865209077285162,374,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.6,,1.0,7.0,,0.0,320.0,-22.93616,-43.185502,02D4,0B,E0B1,0927C20C,0.0,0.0,4859.2,07-05:47:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:29:19,865209077285162,375,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,8.0,,0.0,92.0,-22.943631,-43.185164,02D4,0B,E0B1,09285F0D,0.0,1.0,4860.1,07-05:50:30,4.0,,,,,,,,False,,,False,,198.0
2025-08-20 09:35:50,2025-08-11 07:32:19,865209077285162,377,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,8.0,,7.0,98.0,-22.943873,-43.183351,02D4,0B,E0B1,09285F0B,0.0,1.0,4860.3,07-05:53:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:35:19,865209077285162,379,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,10.0,,0.0,334.0,-22.941749,-43.182316,02D4,0B,E0B1,0928260C,0.0,1.0,4860.6,07-05:56:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:38:19,865209077285162,381,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,8.0,,27.0,144.0,-22.936964,-43.181507,02D4,0B,E0B1,09282B0B,0.0,1.0,4861.4,07-05:59:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:41:19,865209077285162,382,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,7.0,,0.0,166.0,-22.935367,-43.184289,02D4,0B,E0B1,0928260C,0.0,1.0,4862.3,07-06:02:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:44:19,865209077285162,384,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,8.0,,0.0,358.0,-22.935776,-43.184738,02D4,0B,E0B1,092C0A33,0.0,1.0,4863.0,07-06:05:30,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:50,2025-08-11 07:44:40,865209077285162,385,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,2C0A0B,0.0,1.0,4863.0,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,21.0
2025-08-20 09:35:50,2025-08-11 07:45:41,865209077285162,388,Modo econômico,77,GT06V4,555.0,13.0,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,61.0
2025-08-20 09:35:50,2025-08-11 08:44:41,865209077285162,404,Modo econômico,77,GT06V4,555.0,12.9,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3540.0
2025-08-20 09:35:51,2025-08-11 09:44:41,865209077285162,420,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:51,2025-08-11 10:44:41,865209077285162,436,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:51,2025-08-11 11:44:41,865209077285162,452,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:52,2025-08-11 12:44:41,865209077285162,468,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:52,2025-08-11 13:44:41,865209077285162,484,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,358.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0B,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:52,2025-08-11 14:45:03,865209077285162,7,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3622.0
2025-08-20 09:35:53,2025-08-11 15:45:03,865209077285162,23,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:53,2025-08-11 16:45:03,865209077285162,39,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:53,2025-08-11 17:45:03,865209077285162,55,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:54,2025-08-11 18:45:03,865209077285162,71,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:54,2025-08-11 19:45:03,865209077285162,87,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:54,2025-08-11 20:45:03,865209077285162,103,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:54,2025-08-11 21:45:03,865209077285162,119,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:55,2025-08-11 22:45:03,865209077285162,135,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:55,2025-08-11 23:45:03,865209077285162,151,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:55,2025-08-12 00:45:03,865209077285162,167,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:56,2025-08-12 01:45:03,865209077285162,183,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:56,2025-08-12 02:45:03,865209077285162,199,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A02,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:56,2025-08-12 03:45:03,865209077285162,215,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:57,2025-08-12 04:45:03,865209077285162,231,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:57,2025-08-12 05:45:03,865209077285162,247,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:57,2025-08-12 06:45:03,865209077285162,263,Modo econômico,77,GT06V4,555.0,12.6,,0.0,7.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A15,0.0,1.0,4863.0,07-06:05:51,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:57,2025-08-12 07:05:32,865209077285162,269,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,2C0A48,0.0,1.0,4863.0,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,1229.0
2025-08-20 09:35:57,2025-08-12 07:08:31,865209077285162,273,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,6.0,,0.0,0.0,-22.935724,-43.184791,02D4,0B,E0B1,092C0A0C,0.0,0.0,4863.0,07-06:08:51,4.0,,,,,,,,False,,,False,,179.0
2025-08-20 09:35:57,2025-08-12 07:11:56,865209077285162,275,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,6.0,,9.0,98.0,-22.943867,-43.183822,02D4,0B,E0B1,09285F15,0.0,1.0,4863.0,07-06:11:51,4.0,,,,,,,,False,,,False,,205.0
2025-08-20 09:35:57,2025-08-12 07:14:56,865209077285162,277,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,7.0,,13.0,356.0,-22.937718,-43.183493,02D4,0B,E0B1,092C0A0C,0.0,1.0,4863.9,07-06:14:51,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:57,2025-08-12 07:17:56,865209077285162,278,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,10.0,,25.0,338.0,-22.935298,-43.184178,02D4,0B,E0B1,09282616,0.0,1.0,4864.7,07-06:17:51,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:58,2025-08-12 07:20:56,865209077285162,280,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,7.0,,19.0,176.0,-22.934936,-43.185276,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:20:51,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:35:58,2025-08-12 07:21:57,865209077285162,281,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,170.0,-22.935127,-43.185222,02D4,0B,E0B1,2C0A0B,0.0,1.0,4865.5,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,61.0
2025-08-20 09:35:58,2025-08-12 07:22:34,865209077285162,284,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,170.0,-22.935127,-43.185222,02D4,0B,E0B1,2C0A0B,0.0,1.0,4865.5,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,37.0
2025-08-20 09:35:58,2025-08-12 07:22:42,865209077285162,286,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,2C0A0B,0.0,1.0,4865.5,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,8.0
2025-08-20 09:35:58,2025-08-12 07:23:41,865209077285162,288,Modo econômico,77,GT06V4,555.0,13.0,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,59.0
2025-08-20 09:35:58,2025-08-12 08:22:41,865209077285162,307,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,3540.0
2025-08-20 09:35:58,2025-08-12 09:22:41,865209077285162,322,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:59,2025-08-12 10:22:41,865209077285162,338,Modo econômico,77,GT06V4,555.0,12.8,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:59,2025-08-12 11:22:41,865209077285162,354,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:35:59,2025-08-12 12:22:41,865209077285162,370,Modo econômico,77,GT06V4,555.0,12.7,,0.0,7.0,,0.0,170.0,-22.935271,-43.185347,02D4,0B,E0B1,092C0A0B,0.0,1.0,4865.5,07-06:21:59,4.0,,,,,,,,False,,,False,,3600.0
