Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Alimentação interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total (km),Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM
2025-08-08 10:53:02,,0865209077286178,8,Login,77,GT06V4,,,,,,,,,,,
2025-08-08 10:53:04,,0865209077286178,9,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 10:53:05,2025-08-08 10:51:26,0865209077286178,10,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:00:02,4,
2025-08-08 10:53:06,2025-08-08 10:52:26,0865209077286178,11,Temporizada,77,GT06V4,555,11.20,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:01:02,4,
2025-08-08 10:53:27,2025-08-08 10:53:26,0865209077286178,13,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:02:02,4,
2025-08-08 10:57:18,,0865209077286178,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-08 10:57:20,,0865209077286178,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 10:57:21,2025-08-08 10:53:25,0865209077286178,2,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,0,-23.329789,-51.177431,02D4,05,9C6B,909A1E,0,0,73.7,,,
2025-08-08 10:57:22,,0865209077286178,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 10:57:22,2025-08-08 10:53:27,0865209077286178,4,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,0,-23.329789,-51.177431,02D4,05,9C6B,909A1E,0,0,73.7,,,
2025-08-08 10:57:23,2025-08-08 10:52:52,0865209077286178,5,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-02:03:56,4,
2025-08-08 10:57:50,2025-08-08 10:57:49,0865209077286178,6,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-02:05:29,4,
2025-08-08 11:01:55,,0865209077286178,7,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,00
2025-08-08 11:02:31,,0865209077286178,9,Login,77,GT06V4,,,,,,,,,,,
2025-08-08 11:02:33,,0865209077286178,10,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,01
2025-08-08 11:02:34,2025-08-08 11:02:00,0865209077286178,11,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,2B23,00004E7E,0,0,73.7,28-02:09:40,2,
2025-08-08 11:03:01,2025-08-08 11:03:00,0865209077286178,12,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,2B23,00004E7E,0,0,73.7,28-02:10:40,2,
2025-08-08 11:06:53,,0865209077286178,14,Login,77,GT06V4,,,,,,,,,,,
2025-08-08 11:06:55,,0865209077286178,15,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:06:56,2025-08-08 11:04:39,0865209077286178,13,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,2B23,00004FA3,0,0,73.7,28-02:12:19,2,
2025-08-08 11:06:57,2025-08-08 11:06:39,0865209077286178,16,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:14:19,4,
2025-08-08 11:07:42,2025-08-08 11:07:39,0865209077286178,17,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,2B23,00004E7E,0,0,73.7,28-02:15:19,2,
2025-08-08 11:09:50,,0865209077286178,21,Login,77,GT06V4,,,,,,,,,,,
2025-08-08 11:09:52,,0865209077286178,22,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:09:53,2025-08-08 11:08:39,0865209077286178,19,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,2B23,00004FA4,0,0,73.7,28-02:16:19,2,
2025-08-08 11:09:55,2025-08-08 11:09:54,0865209077286178,23,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:17:34,4,
2025-08-08 11:10:55,2025-08-08 11:10:54,0865209077286178,24,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:18:34,4,
2025-08-08 11:11:55,2025-08-08 11:11:54,0865209077286178,25,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:19:34,4,
2025-08-08 11:12:55,2025-08-08 11:12:54,0865209077286178,26,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:20:34,4,
2025-08-08 11:13:36,,0865209077286178,27,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:13:55,2025-08-08 11:13:54,0865209077286178,28,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:21:34,4,
2025-08-08 11:14:55,2025-08-08 11:14:54,0865209077286178,29,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:22:34,4,
2025-08-08 11:15:55,2025-08-08 11:15:54,0865209077286178,30,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:23:34,4,
2025-08-08 11:16:55,2025-08-08 11:16:54,0865209077286178,31,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:24:34,4,
2025-08-08 11:17:31,,0865209077286178,32,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:17:55,2025-08-08 11:17:54,0865209077286178,33,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:25:34,4,
2025-08-08 11:18:55,2025-08-08 11:18:54,0865209077286178,34,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:26:34,4,
2025-08-08 11:19:55,2025-08-08 11:19:54,0865209077286178,35,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:27:34,4,
2025-08-08 11:20:55,2025-08-08 11:20:54,0865209077286178,36,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:28:34,4,
2025-08-08 11:21:31,,0865209077286178,37,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:21:56,2025-08-08 11:21:54,0865209077286178,38,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:29:34,4,
2025-08-08 11:22:56,2025-08-08 11:22:54,0865209077286178,39,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:30:34,4,
2025-08-08 11:23:56,2025-08-08 11:23:54,0865209077286178,40,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:31:34,4,
2025-08-08 11:24:56,2025-08-08 11:24:54,0865209077286178,41,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:32:34,4,
2025-08-08 11:25:32,,0865209077286178,42,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:25:56,2025-08-08 11:25:54,0865209077286178,43,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:33:34,4,
2025-08-08 11:26:56,2025-08-08 11:26:54,0865209077286178,44,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:34:34,4,
2025-08-08 11:27:56,2025-08-08 11:27:54,0865209077286178,45,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:35:33,4,
2025-08-08 11:28:56,2025-08-08 11:28:54,0865209077286178,46,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:36:33,4,
2025-08-08 11:29:32,,0865209077286178,47,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:29:56,2025-08-08 11:29:54,0865209077286178,48,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:37:33,4,
2025-08-08 11:30:56,2025-08-08 11:30:54,0865209077286178,49,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:38:33,4,
2025-08-08 11:31:56,2025-08-08 11:31:54,0865209077286178,50,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:39:33,4,
2025-08-08 11:32:56,2025-08-08 11:32:54,0865209077286178,51,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:40:33,4,
2025-08-08 11:33:32,,0865209077286178,52,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:33:56,2025-08-08 11:33:54,0865209077286178,53,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:41:33,4,
2025-08-08 11:34:56,2025-08-08 11:34:54,0865209077286178,54,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:42:33,4,
2025-08-08 11:35:56,2025-08-08 11:35:54,0865209077286178,55,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:43:33,4,
2025-08-08 11:36:56,2025-08-08 11:36:54,0865209077286178,56,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:44:32,4,
2025-08-08 11:37:32,,0865209077286178,57,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:37:56,2025-08-08 11:37:54,0865209077286178,58,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:45:32,4,
2025-08-08 11:38:56,2025-08-08 11:38:54,0865209077286178,59,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:46:32,4,
2025-08-08 11:39:56,2025-08-08 11:39:54,0865209077286178,60,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:47:32,4,
2025-08-08 11:40:56,2025-08-08 11:40:54,0865209077286178,61,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:48:32,4,
2025-08-08 11:41:32,,0865209077286178,62,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:41:56,2025-08-08 11:41:54,0865209077286178,63,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-02:49:32,4,
2025-08-08 11:42:56,2025-08-08 11:42:54,0865209077286178,64,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:50:32,4,
2025-08-08 11:43:56,2025-08-08 11:43:54,0865209077286178,65,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:51:32,4,
2025-08-08 11:44:56,2025-08-08 11:44:54,0865209077286178,66,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:52:32,4,
2025-08-08 11:45:32,,0865209077286178,67,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:45:56,2025-08-08 11:45:54,0865209077286178,68,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:53:32,4,
2025-08-08 11:46:56,2025-08-08 11:46:54,0865209077286178,69,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:54:32,4,
2025-08-08 11:47:56,2025-08-08 11:47:54,0865209077286178,70,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:55:32,4,
2025-08-08 11:48:56,2025-08-08 11:48:54,0865209077286178,71,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:56:32,4,
2025-08-08 11:49:32,,0865209077286178,72,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:49:56,2025-08-08 11:49:54,0865209077286178,73,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:57:32,4,
2025-08-08 11:50:56,2025-08-08 11:50:54,0865209077286178,74,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:58:32,4,
2025-08-08 11:51:56,2025-08-08 11:51:54,0865209077286178,75,Temporizada,77,GT06V4,555,11.50,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-02:59:32,4,
2025-08-08 11:52:56,2025-08-08 11:52:54,0865209077286178,76,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:00:32,4,
2025-08-08 11:53:32,,0865209077286178,77,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:53:56,2025-08-08 11:53:54,0865209077286178,78,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:01:32,4,
2025-08-08 11:54:56,2025-08-08 11:54:54,0865209077286178,79,Temporizada,77,GT06V4,555,11.40,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:02:32,4,
2025-08-08 11:55:56,2025-08-08 11:55:54,0865209077286178,80,Temporizada,77,GT06V4,555,11.30,,1,0,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:03:32,4,
2025-08-08 11:56:56,2025-08-08 11:56:54,0865209077286178,81,Temporizada,77,GT06V4,555,11.50,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:04:32,4,
2025-08-08 11:57:32,,0865209077286178,82,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 11:57:57,2025-08-08 11:57:54,0865209077286178,83,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:05:32,4,
2025-08-08 11:58:56,2025-08-08 11:58:54,0865209077286178,84,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:06:32,4,
2025-08-08 11:59:57,2025-08-08 11:59:54,0865209077286178,85,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:07:32,4,
2025-08-08 12:00:57,2025-08-08 12:00:54,0865209077286178,86,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0E,0,0,73.7,28-03:08:32,4,
2025-08-08 12:01:33,,0865209077286178,87,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 12:01:57,2025-08-08 12:01:54,0865209077286178,88,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:09:32,4,
2025-08-08 12:02:57,2025-08-08 12:02:54,0865209077286178,89,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:10:32,4,
2025-08-08 12:03:57,2025-08-08 12:03:54,0865209077286178,90,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:11:32,4,
2025-08-08 12:04:57,2025-08-08 12:04:54,0865209077286178,91,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:12:32,4,
2025-08-08 12:05:33,,0865209077286178,92,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 12:05:57,2025-08-08 12:05:54,0865209077286178,93,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:13:32,4,
2025-08-08 12:06:57,2025-08-08 12:06:54,0865209077286178,94,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:14:32,4,
2025-08-08 12:07:57,2025-08-08 12:07:54,0865209077286178,95,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:15:32,4,
2025-08-08 12:08:57,2025-08-08 12:08:54,0865209077286178,96,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:16:32,4,
2025-08-08 12:09:33,,0865209077286178,97,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 12:09:57,2025-08-08 12:09:54,0865209077286178,98,Temporizada,77,GT06V4,555,11.40,,1,2,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:17:32,4,
2025-08-08 12:10:57,2025-08-08 12:10:54,0865209077286178,99,Temporizada,77,GT06V4,555,11.40,,1,2,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:18:32,4,
2025-08-08 12:11:57,2025-08-08 12:11:54,0865209077286178,100,Temporizada,77,GT06V4,555,11.40,,1,2,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:19:32,4,
2025-08-08 12:12:57,2025-08-08 12:12:54,0865209077286178,101,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:20:32,4,
2025-08-08 12:13:33,,0865209077286178,102,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 12:13:57,2025-08-08 12:13:54,0865209077286178,103,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:21:32,4,
2025-08-08 12:14:57,2025-08-08 12:14:54,0865209077286178,104,Temporizada,77,GT06V4,555,11.50,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:22:32,4,
2025-08-08 12:15:57,2025-08-08 12:15:54,0865209077286178,105,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:23:32,4,
2025-08-08 12:16:58,2025-08-08 12:16:54,0865209077286178,106,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:24:32,4,
2025-08-08 12:17:33,,0865209077286178,107,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 12:17:57,2025-08-08 12:17:54,0865209077286178,108,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:25:32,4,
2025-08-08 12:18:57,2025-08-08 12:18:54,0865209077286178,109,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:26:31,4,
2025-08-08 12:19:57,2025-08-08 12:19:54,0865209077286178,110,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:27:31,4,
2025-08-08 12:20:57,2025-08-08 12:20:54,0865209077286178,111,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:28:31,4,
2025-08-08 12:21:33,,0865209077286178,112,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 12:21:57,2025-08-08 12:21:54,0865209077286178,113,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:29:31,4,
2025-08-08 12:22:57,2025-08-08 12:22:54,0865209077286178,114,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:30:31,4,
2025-08-08 12:23:57,2025-08-08 12:23:54,0865209077286178,115,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:31:31,4,
2025-08-08 12:24:57,2025-08-08 12:24:54,0865209077286178,116,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:32:31,4,
2025-08-08 12:25:33,,0865209077286178,117,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 12:25:57,2025-08-08 12:25:54,0865209077286178,118,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:33:31,4,
2025-08-08 12:26:57,2025-08-08 12:26:54,0865209077286178,119,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:34:31,4,
2025-08-08 12:27:57,2025-08-08 12:27:54,0865209077286178,120,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:35:31,4,
2025-08-08 12:28:57,2025-08-08 12:28:54,0865209077286178,121,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:36:31,4,
2025-08-08 12:29:33,,0865209077286178,122,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 12:29:57,2025-08-08 12:29:54,0865209077286178,123,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A0A,0,0,73.7,28-03:37:31,4,
2025-08-08 12:30:57,2025-08-08 12:30:54,0865209077286178,124,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:38:31,4,
2025-08-08 12:31:57,2025-08-08 12:31:54,0865209077286178,125,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:39:31,4,
2025-08-08 12:32:57,2025-08-08 12:32:54,0865209077286178,126,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:40:31,4,
2025-08-08 12:33:33,,0865209077286178,127,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 12:33:57,2025-08-08 12:33:54,0865209077286178,128,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:41:31,4,
2025-08-08 12:34:57,2025-08-08 12:34:54,0865209077286178,129,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:42:31,4,
2025-08-08 12:35:57,2025-08-08 12:35:54,0865209077286178,130,Temporizada,77,GT06V4,555,11.40,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:43:31,4,
2025-08-08 12:36:58,2025-08-08 12:36:54,0865209077286178,131,Temporizada,77,GT06V4,555,11.50,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:44:31,4,
2025-08-08 12:37:34,,0865209077286178,132,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 12:37:58,2025-08-08 12:37:54,0865209077286178,133,Temporizada,77,GT06V4,555,11.30,,1,1,,0,0,-23.329789,-51.177431,02D4,05,9C6B,06909A1E,0,0,73.7,28-03:45:31,4,
