Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Alimentação interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM
2025-08-08 18:02:44,,0868022036382377,544,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:06:44,,0868022036382377,545,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:10:44,,0868022036382377,546,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:13:00,2025-08-08 18:12:59,0868022036382377,547,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,16,-28.110982,-48.682004,02D4,05,9EC8,536804,0,1,38549.9,,,
2025-08-08 18:13:01,,0868022036382377,548,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:13:03,,0868022036382377,549,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:14:44,,0868022036382377,550,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:16:00,2025-08-08 18:16:00,0868022036382377,551,Temporizada,77,GT06V4,555,14.30,,1,11,,49,180,-28.129287,-48.692373,02D4,05,9EC8,07536804,0,1,38552.2,31-16:18:27,4,
2025-08-08 18:18:44,,0868022036382377,552,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:19:00,2025-08-08 18:19:00,0868022036382377,553,Temporizada,77,GT06V4,555,14.30,,1,12,,71,186,-28.153493,-48.692756,02D4,05,9EC8,07536806,0,1,38555.3,31-16:21:27,4,
2025-08-08 18:22:00,2025-08-08 18:22:00,0868022036382377,554,Temporizada,77,GT06V4,555,14.20,,1,12,,0,116,-28.161847,-48.687822,02D4,05,9CD4,0755001D,0,1,38556.6,31-16:24:27,4,
2025-08-08 18:22:44,,0868022036382377,555,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:25:00,2025-08-08 18:25:00,0868022036382377,556,Temporizada,77,GT06V4,555,14.20,,1,12,,30,104,-28.164031,-48.680271,02D4,05,9CD4,0755001D,0,1,38557.3,31-16:27:27,4,
2025-08-08 18:26:45,,0868022036382377,557,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 18:28:00,2025-08-08 18:28:00,0868022036382377,558,Temporizada,77,GT06V4,555,14.20,,1,12,,16,106,-28.164551,-48.666622,02D4,05,9CD4,0755001D,0,1,38558.9,31-16:30:27,4,
2025-08-08 18:30:44,,0868022036382377,559,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 18:31:00,2025-08-08 18:31:00,0868022036382377,560,Temporizada,77,GT06V4,555,14.10,,1,12,,8,112,-28.164689,-48.662084,02D4,05,9EC8,0753682D,0,1,38559.3,31-16:33:27,4,
2025-08-08 18:34:01,2025-08-08 18:34:00,0868022036382377,561,Temporizada,77,GT06V4,555,14.10,,1,13,,0,114,-28.158673,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.4,31-16:36:27,4,
2025-08-08 18:34:45,,0868022036382377,562,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:37:01,2025-08-08 18:37:00,0868022036382377,563,Temporizada,77,GT06V4,555,12.80,,1,12,,0,204,-28.158864,-48.656316,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:39:27,4,
2025-08-08 18:37:08,2025-08-08 18:37:08,0868022036382377,564,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,204,-28.158867,-48.656316,02D4,05,9CD4,54F709,0,1,38560.5,,,
2025-08-08 18:37:09,,0868022036382377,565,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:38:07,2025-08-08 18:38:07,0868022036382377,566,Temporizada,77,GT06V4,555,12.90,,0,11,,0,204,-28.158867,-48.656316,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:39:34,4,
2025-08-08 18:38:45,,0868022036382377,567,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:40:08,,0868022036382377,568,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:42:08,2025-08-08 18:42:08,0868022036382377,569,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,204,-28.158867,-48.656316,02D4,05,9CD4,54F709,0,1,38560.5,,,
2025-08-08 18:42:09,,0868022036382377,570,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:42:11,,0868022036382377,571,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:42:45,,0868022036382377,572,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:44:15,2025-08-08 18:44:15,0868022036382377,573,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,54F709,0,1,38560.5,,,
2025-08-08 18:44:16,,0868022036382377,574,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:45:14,2025-08-08 18:45:14,0868022036382377,575,Temporizada,77,GT06V4,555,13.00,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 18:46:45,,0868022036382377,576,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:47:15,,0868022036382377,577,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:50:45,,0868022036382377,578,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:54:45,,0868022036382377,579,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 18:58:45,,0868022036382377,580,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:02:45,,0868022036382377,581,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:06:45,,0868022036382377,582,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:10:45,,0868022036382377,583,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:14:45,,0868022036382377,584,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:18:46,,0868022036382377,585,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:22:46,,0868022036382377,586,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:26:46,,0868022036382377,587,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:30:46,,0868022036382377,588,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:34:46,,0868022036382377,589,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:38:46,,0868022036382377,590,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:42:46,,0868022036382377,591,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:44:16,2025-08-08 19:44:14,0868022036382377,592,Temporizada,77,GT06V4,555,13.10,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 19:46:46,,0868022036382377,593,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:50:46,,0868022036382377,594,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:54:47,,0868022036382377,595,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 19:58:47,,0868022036382377,596,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:02:47,,0868022036382377,597,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:06:47,,0868022036382377,598,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:10:47,,0868022036382377,599,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:14:47,,0868022036382377,600,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:18:47,,0868022036382377,601,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:22:47,,0868022036382377,602,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:26:47,,0868022036382377,603,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:30:47,,0868022036382377,604,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:34:47,,0868022036382377,605,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:38:47,,0868022036382377,606,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:42:48,,0868022036382377,607,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:44:18,2025-08-08 20:44:14,0868022036382377,608,Temporizada,77,GT06V4,555,13.00,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 20:46:48,,0868022036382377,609,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:50:48,,0868022036382377,610,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:54:48,,0868022036382377,611,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 20:58:48,,0868022036382377,612,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:02:48,,0868022036382377,613,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:06:48,,0868022036382377,614,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:10:48,,0868022036382377,615,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:14:48,,0868022036382377,616,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:18:48,,0868022036382377,617,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:22:49,,0868022036382377,618,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:26:49,,0868022036382377,619,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:30:49,,0868022036382377,620,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:34:49,,0868022036382377,621,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:38:49,,0868022036382377,622,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:42:49,,0868022036382377,623,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:44:19,2025-08-08 21:44:14,0868022036382377,624,Temporizada,77,GT06V4,555,13.10,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 21:46:49,,0868022036382377,625,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:50:49,,0868022036382377,626,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:54:49,,0868022036382377,627,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 21:58:49,,0868022036382377,628,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:02:49,,0868022036382377,629,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:06:50,,0868022036382377,630,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:10:50,,0868022036382377,631,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:14:50,,0868022036382377,632,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:18:50,,0868022036382377,633,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:22:50,,0868022036382377,634,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:26:50,,0868022036382377,635,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:30:50,,0868022036382377,636,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:34:50,,0868022036382377,637,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:38:50,,0868022036382377,638,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:42:50,,0868022036382377,639,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:44:20,2025-08-08 22:44:14,0868022036382377,640,Temporizada,77,GT06V4,555,13.00,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 22:46:50,,0868022036382377,641,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:50:51,,0868022036382377,642,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:54:51,,0868022036382377,643,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 22:58:51,,0868022036382377,644,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:02:51,,0868022036382377,645,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:06:51,,0868022036382377,646,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:10:51,,0868022036382377,647,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:14:51,,0868022036382377,648,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:18:51,,0868022036382377,649,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:22:51,,0868022036382377,650,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:26:51,,0868022036382377,651,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:30:52,,0868022036382377,652,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:34:52,,0868022036382377,653,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:38:52,,0868022036382377,654,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:42:52,,0868022036382377,655,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:44:22,2025-08-08 23:44:14,0868022036382377,656,Temporizada,77,GT06V4,555,12.90,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-08 23:46:52,,0868022036382377,657,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:50:52,,0868022036382377,658,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:54:52,,0868022036382377,659,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 23:58:52,,0868022036382377,660,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:02:52,,0868022036382377,661,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:06:52,,0868022036382377,662,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:10:52,,0868022036382377,663,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:14:53,,0868022036382377,664,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:18:53,,0868022036382377,665,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:22:53,,0868022036382377,666,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:26:53,,0868022036382377,667,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:30:53,,0868022036382377,668,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:34:53,,0868022036382377,669,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:38:53,,0868022036382377,670,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:42:53,,0868022036382377,671,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:44:23,2025-08-09 00:44:14,0868022036382377,672,Temporizada,77,GT06V4,555,12.90,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-09 00:46:53,,0868022036382377,673,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:50:53,,0868022036382377,674,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:54:53,,0868022036382377,675,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 00:58:54,,0868022036382377,676,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:02:54,,0868022036382377,677,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:06:54,,0868022036382377,678,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:10:54,,0868022036382377,679,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:14:54,,0868022036382377,680,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:18:54,,0868022036382377,681,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:22:54,,0868022036382377,682,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:26:54,,0868022036382377,683,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:30:54,,0868022036382377,684,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:34:54,,0868022036382377,685,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:38:54,,0868022036382377,686,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:42:55,,0868022036382377,687,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:44:25,2025-08-09 01:44:14,0868022036382377,688,Temporizada,77,GT06V4,555,13.00,,0,12,,0,204,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-09 01:46:55,,0868022036382377,689,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:50:55,,0868022036382377,690,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:51:42,,0868022036382377,0,Login,77,GT06V4,,,,,,,,,,,,,,,,,,,,
2025-08-09 01:51:44,,0868022036382377,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:55:45,,0868022036382377,2,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 01:59:45,,0868022036382377,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:03:45,,0868022036382377,4,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:07:45,,0868022036382377,5,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:11:45,,0868022036382377,6,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:15:45,,0868022036382377,7,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:19:45,,0868022036382377,8,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:23:45,,0868022036382377,9,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:27:45,,0868022036382377,10,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:31:46,,0868022036382377,11,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-09 02:35:46,,0868022036382377,12,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 07:53:00,,0868022036382377,0,Login,77,GT06V4,,,,,,,,,,,,,,,,,,,,
2025-08-11 07:53:02,,0868022036382377,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 07:53:06,2025-08-09 02:44:15,0868022036382377,2,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,02D4,05,9CD4,0754F709,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:06,2025-08-09 02:57:32,0868022036382377,3,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:07,2025-08-09 03:17:08,0868022036382377,4,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:08,2025-08-09 03:36:20,0868022036382377,5,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:09,2025-08-09 03:55:34,0868022036382377,6,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:10,2025-08-09 04:14:47,0868022036382377,7,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:11,2025-08-09 04:33:59,0868022036382377,8,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:12,2025-08-09 04:53:10,0868022036382377,9,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:13,2025-08-09 05:12:21,0868022036382377,10,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:14,2025-08-09 05:31:34,0868022036382377,11,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:15,2025-08-09 05:50:50,0868022036382377,12,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:16,2025-08-09 06:10:03,0868022036382377,13,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:17,2025-08-09 06:29:15,0868022036382377,14,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:18,2025-08-09 06:48:28,0868022036382377,15,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:19,2025-08-09 07:07:39,0868022036382377,16,Temporizada,77,GT06V4,555,12.80,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
2025-08-11 07:53:20,2025-08-09 07:26:52,0868022036382377,17,Temporizada,77,GT06V4,555,12.90,,0,12,,0,0,-28.158824,-48.656280,0000,00,0000,00000000,0,1,38560.5,31-16:41:41,4,
